music_id,music_name,music_artist,music_difficulty
391,STARTLINER -藤沢 柚子ソロver.-,曲：kz(livetune)／歌：藤沢 柚子(CV：久保田 梨沙),"[2, 5, 8.7, 11, '']"
392,STARTLINER -三角 葵ソロver.-,曲：kz(livetune)／歌：三角 葵(CV：春野 杏),"[2, 5, 8.7, 11, '']"
394,Oshama Scramble! (Cranky Remix),Cranky,"[4, 8, 11.6, 14.1, '']"
396,beautiful tomorrow,AiRBLUE「CUE!」,"[2, 6, 9.7, 12.2, '']"
402,反撃! 突撃! Back To Back!,曲：矢鴇つかさ & 脇眞富（Arte Refact）／歌：星咲 あかり(CV：赤尾 ひかる)、高瀬 梨緒(CV：久保 ユリカ),"[2, 7, 9.7, 13.1, '']"
400,Jack-the-Ripper◆,有形ランペイジ,"[5, 8, 12.1, 14.3, '']"
401,ツクヨミステップ,ユリイ・カノン feat.nameless,"[3, 7, 10.4, 13.5, '']"
405,宛城、炎上！！,Cranky feat.おもしろ三国志,"[5, 8, 12.5, 14.4, '']"
406,絶対にチョコミントを食べるアオイチャン,GYARI,"[3, 6, 10, 12.7, '']"
407,イカサマライフゲイム,kemu,"[4, 7, 11.3, 13.5, '']"
409,キミは“見ていたね”？,曲：篠崎あやと、橘亮祐／歌：結城 莉玖(CV：朝日奈 丸佳)、東雲 つむぎ(CV：和泉 風花),"[3, 6, 9, 12.4, '']"
410,LiftOff,MAYA AKAI,"[2, 8, 11.7, 14.1, '']"
408,名探偵連続殺人事件,てにをは,"[2, 6, 9, 12.5, '']"
412,Reach for the Stars,ソニック カラーズ,"[4, 7.7, 10.7, 13.8, '']"
411,ナイト・オブ・ナイツ (かめりあ’s“ワンス・アポン・ア・ナイト”Remix),かめりあ,"[4, 8, 12, 13.9, '']"
413,ヤミツキ,MARETU,"[3, 7.7, 11.5, 12.9, '']"
415,Over Voltage,曲：R・O・N／歌：高瀬 梨緒(CV：久保 ユリカ),"[3, 7, 9.7, 12.8, '']"
416,FLUFFY FLASH,Kobaryo,"[5, 9, 13.1, 14.7, '']"
417,Let's Starry Party！ -高瀬 梨緒ソロver.-,曲：原田篤（Arte Refact）／歌：高瀬 梨緒(CV：久保 ユリカ),"[4, 7, 9.7, 12.7, '']"
418,Let's Starry Party！ -結城 莉玖ソロver.-,曲：原田篤（Arte Refact）／歌：結城 莉玖(CV：朝日奈 丸佳),"[4, 7, 9.7, 12.7, '']"
419,Let's Starry Party！ -藍原 椿ソロver.-,曲：原田篤（Arte Refact）／歌：藍原 椿(CV：橋本 ちなみ),"[4, 7, 9.7, 12.7, '']"
420,聖少女サクリファイス,Silver Forest,"[3, 5, 9, 12.8, '']"
421,LOVERS,暁Records,"[3, 6, 10.4, 12.6, '']"
422,Satori ～3rd EyEs (2020 Recall),くっちー (DARKSIDE APPROACH),"[4, 7, 11.6, 14.2, '']"
423,Paranoia,DiGiTAL WiNG feat. 花たん,"[2, 6, 10.7, 13.4, '']"
424,愛されなくても君がいる,ピノキオピー,"[2, 6, 9.7, 12.5, '']"
425,Singularity,ETIA.「Arcaea」,"[4, 8, 11.5, 14.2, '']"
426,Grievous Lady,Team Grimoire vs Laur「Arcaea」,"[5, 9, 12.1, 14.4, '']"
427,迷える音色は恋の唄,からとPαnchii少年 feat.はるの「Arcaea」,"[3, 7.7, 11.4, 13.6, '']"
428,Burning Steel Inferno,水野健治 VS Kai「Wonderland Wars」,"[2, 7.7, 11, 13.5, '']"
429,Red and Blue and Green,fn(ArcaeaSoundTeam)「Arcaea」,"[0, 0, 0, 0, 0]"
432,YAMINABE☆PANIC ～ご馳走詰め込みフルコース～,曲：高木龍一(Dream Monster)／歌：三角 葵(CV：春野 杏)、桜井 春菜(CV：近藤 玲奈)、珠洲島 有栖(CV：長縄 まりあ),"[4, 7.7, 10, 13.3, '']"
430,ビターチョコデコレーション,syudou,"[3, 7, 9.7, 12.5, '']"
431,ウミユリ海底譚,n-buna,"[2, 6, 9.7, 12.5, '']"
433,Falsum Atlantis.,kanone,"[4, 9, 13.3, 14.9, '']"
434,Don't Fight The Music,黒魔,"[5, 9.7, 13.4, 14.9, '']"
435,タイムマシン,1640mP（164×40mP） / 初音ミク / Leo/need「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[2, 5, 9, 12.1, '']"
436,ツギハギスタッカート,とあ / 初音ミク / MORE MORE JUMP!「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[2, 5, 9, 12.7, '']"
437,Climax,USAO,"[4, 8, 11.8, 14.5, '']"
438,STORIA,トロワアンジュ「Re:ステージ！プリズムステップ」,"[4, 6, 10, 13.1, '']"
439,カナリア,テトラルキア「Re:ステージ！プリズムステップ」,"[3, 7.7, 11.4, 14.1, '']"
440,太陽系デスコ,ナユタン星人,"[2, 5, 9, 12.3, '']"
441,天狗の落とし文 feat. ｙｔｒ,魂音泉,"[2, 6, 10.7, 13.5, 14.9]"
442,明星ロケット,岸田教団＆THE明星ロケッツ,"[3, 6, 9, 12.8, '']"
444,Kiss Me Kiss -桜井 春菜ソロver.-,曲：大畑拓也／歌：桜井 春菜(CV：近藤 玲奈),"[2, 6, 9.7, 12.7, '']"
445,Kiss Me Kiss -早乙女 彩華ソロver.-,曲：大畑拓也／歌：早乙女 彩華(CV：中島 唯),"[2, 6, 9.7, 12.7, '']"
446,クライングハート,"パトリシア・オブ・エンド, ルーシア・オブ・エンド・サクラメント, ユウラシア・オブ・エンド「ノラと皇女と野良猫ハート2」","[3, 6, 9.7, 12.3, '']"
443,fulgente (flip-side color mix),穴山大輔,"[3, 8.7, 11.8, 13.5, '']"
447,吉原ラメント,亜沙,"[3, 7, 10.7, 13.1, '']"
448,スクランブル交際,DECO*27,"[2, 7.7, 10, 13, '']"
449,"Ruler Count, Zero",曲：本多友紀（Arte Refact）／歌：R.B.P. [九條 楓(CV：佳村 はるか)、逢坂 茜(CV：大空 直美)、珠洲島 有栖(CV：長縄 まりあ)],"[3, 8, 11.7, 13.9, '']"
450,Say Goodbye,yaseta,"[2, 7, 10.7, 13.6, '']"
452,命に嫌われている,カンザキイオリ,"[4, 7, 10.7, 12.7, '']"
451,だから僕は音楽を辞めた,ヨルシカ,"[2, 5, 9, 12.9, '']"
456,Bad Apple!! feat.nomico (豚乙女 Ver.),豚乙女,"[2, 7, 9.7, 13.6, '']"
457,See The Light,anubasu-anubasu,"[2, 7.7, 12.5, 14.3, '']"
458,美夜月鏡,かゆき,"[5, 9, 13, 14.4, '']"
461,larva,ガリガリさむし,"[4, 9, 12.7, 14.7, '']"
459,藍の華,HIMEHINA,"[4, 7.7, 10.7, 13.7, '']"
460,サクライロフワリ,カラフル・サウンズ・ポート,"[2, 5, 9.7, 13, '']"
462,Viyella's Scream,Laur,"[5, 9, 13.2, 14.9, '']"
469,ワールズエンド・ダンスホール,wowaka,"[3, 7, 10.7, 13.3, '']"
471,Henceforth,Orangestar,"[3, 6, 10.4, 12.2, '']"
472,ロストワードクロニカル,東方LostWord feat.いとうかなこ,"[3, 7, 11.2, 13.5, '']"
473,Altale,削除,"[3, 7, 10.7, 14.2, '']"
474,BBBLOW -rebuild-,onoken feat. 佐々木正明,"[3, 7, 10.7, 14, '']"
475,QZKago Requiem,t+pazolite,"[5, 9.7, 13, 14.8, '']"
476,STARRED HEART,曲：広川恵一 (MONACA)／歌：オンゲキシューターズ,"[2, 6, 11, 12.8, 11.2]"
477,最っ高のエンタメだ!!,曲：本田正樹(Dream Monster)／歌：7EVENDAYS⇔HOLIDAYS [井之原 小星(CV：ももの はるな)、柏木 咲姫(CV：石見 舞菜香)],"[5, 7.7, 12.1, 13.8, '']"
478,Random Access Emotions,aran,"[3, 8, 11.5, 13.6, 0]"
479,A Day in the Patisserie,kamome sano,"[4, 8, 12.2, 13.8, '']"
480,Daredevil Glaive,Artifact,"[4, 8, 11.4, 14.1, '']"
481,Adverse Gaff,siromaru,"[4, 9, 12.1, 14.7, '']"
483,ポケットからぬりつぶせ！ -日向 千夏ソロver.-,曲：中山真斗／歌：日向 千夏(CV：岡咲 美保),"[2, 5, 8.7, 12, '']"
484,ポケットからぬりつぶせ！ -柏木 美亜ソロver.-,曲：中山真斗／歌：柏木 美亜(CV：和氣 あず未),"[2, 5, 8.7, 12, '']"
485,ポケットからぬりつぶせ！ -東雲 つむぎソロver.-,曲：中山真斗／歌：東雲 つむぎ(CV：和泉 風花),"[2, 5, 8.7, 12, '']"
486,Fly to the Leaden Sky -O.N.G.E.K.I. MIX-,原曲：並木 学「バトルガレッガ(AC)」,"[0, 0, 0, 0, 14]"
487,Singularity,SEGA SOUND STAFF「セガNET麻雀 MJ」,"[3, 7, 11.7, 14.1, '']"
488,セガNET麻雀MJ -O.N.G.E.K.I. MIX-,SEGA SOUND STAFF「セガNET麻雀 MJ」,"[0, 0, 0, 0, 14.2]"
489,BATTLE NO.1,TANO*C Sound Team,"[5, 9, 13.3, 14.6, '']"
491,Virtual to LIVE,にじさんじ,"[3, 6, 9, 13.1, '']"
492,シャッキーーン！！,黒魔,"[3, 8, 11.8, 14, '']"
493,ラクガキスト,cosMo＠暴走P,"[4, 9, 12, 14.6, '']"
494,ボッカデラベリタ,柊キライ,"[4, 7, 10.7, 13.4, '']"
495,あの世行きのバスに乗ってさらば。,ツユ,"[2, 7, 10.4, 12.9, '']"
498,無敵のフロンティア三銃士,曲：本田正樹(Dream Monster)／歌：三角 葵(CV：春野 杏)、九條 楓(CV：佳村 はるか)、日向 千夏(CV：岡咲 美保),"[3, 7.7, 10, 13.2, '']"
499,colorful transparency,zts,"[2, 8, 12.5, 13.9, '']"
496,僕たちの旅とエピローグ。,ああああ,"[4, 8.7, 11.6, 13.7, '']"
497,四月の雨,cubesato,"[1, 7, 11.7, 13.9, '']"
502,シアワセうさぎ・ぺこみこマリン,COOL&CREATE × 兎田ぺこら、さくらみこ、宝鐘マリン,"[2, 6, 10, 12.8, '']"
503,めんどーい！やっほーい！ともだち！  -井之原 小星ソロver.-,曲：前山田健一／歌：井之原 小星(CV：ももの はるな),"[3, 6, 9.7, 12, '']"
504,めんどーい！やっほーい！ともだち！  -柏木 咲姫ソロver.-,曲：前山田健一／歌：柏木 咲姫(CV：石見 舞菜香),"[3, 6, 9.7, 12, '']"
506,夜咄ディセイブ,じん,"[2, 7.7, 11.2, 13.7, '']"
507,ラストリゾート,Ayase,"[2, 6, 10, 13.2, '']"
509,c.s.q.n.,Aoi,"[3, 8, 11.8, 14.1, '']"
510,Amphisbaena,光吉猛修の兄,"[4, 8, 12.5, 14.4, '']"
511,give it up to you,曲：中土智博／歌：bitter flavor [桜井 春菜(CV：近藤 玲奈)、早乙女 彩華(CV：中島 唯)],"[3, 6, 11, 13.1, '']"
512,Pastel Sprinkles,pan,"[4, 8, 12.2, 13.8, '']"
513,Cult future,LV.4,"[5, 8.7, 13.4, 14.9, '']"
516,Secret Sleuth,島爺×蜂屋ななし,"[2, 7.7, 12.1, 13.8, '']"
517,バイオレンストリガー,八王子P「#コンパス」,"[4, 7.7, 10.7, 13.3, '']"
518,アルカリレットウセイ,かいりきベア「#コンパス」,"[3, 6, 9, 12.3, '']"
519,キレキャリオン,ポリスピカデリー「#コンパス」,"[3, 6, 10.4, 12.7, '']"
520,撥条少女時計,Drop & 葉月ゆら「#コンパス」,"[2, 7.7, 10.7, 13.8, '']"
522,シンデレラディスコ,曲：橘亮祐、篠崎あやと／歌：藍原 椿(CV：橋本 ちなみ)、早乙女 彩華(CV：中島 唯),"[2, 7, 10.4, 13.1, '']"
523,ジャンヌ・ダルクの慟哭,ガリガリさむし,"[5, 8.7, 13.1, 14.3, '']"
521,Once in my life,Junk feat.nananao,"[2, 5, 10.7, 13.6, '']"
524,ネガティブ進化論,DECO*27,"[2, 6, 9.7, 12.9, '']"
525,猫猫的宇宙論,ナユタン星人,"[2, 5, 9, 12.7, '']"
528,Love & Justice,BACO,"[4, 8, 12.6, 14.7, '']"
527,とても素敵な六月でした,Eight / FantasticYouth,"[4, 7, 10.4, 12.9, '']"
529,MEGATON BLAST (tpz Overcute Remix),t+pazolite,"[4, 8, 12.7, 13.8, '']"
530,"Ruler Count, Zero -逢坂 茜ソロver.-",曲：本多友紀（Arte Refact）／歌：逢坂 茜(CV：大空 直美),"[3, 8, 11.7, 13.7, '']"
531,"Ruler Count, Zero -九條 楓ソロver.-",曲：本多友紀（Arte Refact）／歌：九條 楓(CV：佳村 はるか),"[3, 8, 11.7, 13.7, '']"
532,"Ruler Count, Zero -珠洲島 有栖ソロver.-",曲：本多友紀（Arte Refact）／歌：珠洲島 有栖(CV：長縄 まりあ),"[3, 8, 11.7, 13.7, '']"
542,レーイレーイ ～超絶最強アメちゃん Mix～,曲：かいりきベア／歌：高瀬 梨緒(CV：久保 ユリカ)、藤沢 柚子(CV：久保田 梨沙),"[4, 7, 10, 12.9, '']"
538,STAR,SEXY-SYNTHESIZER,"[2, 6, 10, 13.5, '']"
539,Rendezvous,Crusher-P,"[2, 7.7, 10.4, 12.8, '']"
540,Xevel,Tatsh,"[4, 8.7, 12.2, 14.7, '']"
534,アカリがやってきたぞっ,GYARI,"[2, 6, 10, 13, '']"
535,幾望の月,なきゃむりゃ,"[4, 7, 10.7, 13.5, '']"
536,Bad Apple!! feat.nomico (Camellia’s “Bad Psy” Remix),かめりあ,"[3, 8, 11.4, 13.8, '']"
537,DRAGONLADY,Nankumo,"[3, 8, 12.1, 14.3, '']"
541,Supersonic Generation,Massive New Krew,"[3, 8, 12.3, 14.3, '']"
543,macrocosmos,LeaF,"[0, 0, 0, 0, 14.9]"
545,おやすみのうた,曲：山本恭平（Arte Refact）／歌：井之原 小星(CV：ももの はるな),"[4, 8, 11, 13.4, '']"
546,MAGNETAR GIRL,Yu-dachi,"[3, 8.7, 12.7, 14.5, '']"
544,U ARE,MK&Kanae Asaba,"[2, 8, 11.6, 13.8, '']"
547,Splash Dance!! -星咲 あかりソロver.-,曲：Q-MHz／歌：星咲 あかり(CV：赤尾 ひかる),"[3, 7, 10.7, 12.7, '']"
548,Splash Dance!! -高瀬 梨緒ソロver.-,曲：Q-MHz／歌：高瀬 梨緒(CV：久保 ユリカ),"[3, 7, 10.7, 12.7, '']"
549,Splash Dance!! -桜井 春菜ソロver.-,曲：Q-MHz／歌：桜井 春菜(CV：近藤 玲奈),"[3, 7, 10.7, 12.7, '']"
550,Splash Dance!! -井之原 小星ソロver.-,曲：Q-MHz／歌：井之原 小星(CV：ももの はるな),"[3, 7, 10.7, 12.7, '']"
551,Splash Dance!! -日向 千夏ソロver.-,曲：Q-MHz／歌：日向 千夏(CV：岡咲 美保),"[3, 7, 10.7, 12.7, '']"
552,ネクストネスト,さつき が てんこもり feat. 初音ミク,"[2, 5, 9, 13, '']"
554,TiamaT：F minor,Team Grimoire,"[5, 9.7, 13.1, 14.8, '']"
555,LUNA DIAL -Version X-SAKUYA-,激戦の人,"[3, 7, 11.7, 13.9, '']"
557,Weekend Clock,XL Project,"[2, 5, 9, 12.7, '']"
556,Nowhere Girl,あ～るの～と（いえろ～ぜぶら）,"[2, 5, 9, 12.6, '']"
558,悪戯センセーション,森羅万象,"[3, 7.7, 10.7, 13.4, '']"
561,My precious holiday,曲：篠崎あやと、橘亮祐／歌：桜井 春菜(CV：近藤 玲奈),"[2, 6, 10.4, 13.3, '']"
560,エータ・ベータ・イータ,ルゼ,"[4, 8, 12.6, 14.6, '']"
563,その群青が愛しかったようだった,n-buna feat.ヤギヌマカナ,"[4, 8, 10.4, 12.7, '']"
565,Re：End of a Dream,uma vs. モリモリあつし,"[5, 9, 12.7, 14.8, '']"
566,Starring Stars -星咲 あかりソロver.-,曲：馬渕直純／歌：星咲 あかり(CV：赤尾 ひかる),"[4, 6, 9, 12, '']"
567,Starring Stars -藤沢 柚子ソロver.-,曲：馬渕直純／歌：藤沢 柚子(CV：久保田 梨沙),"[4, 6, 9, 12, '']"
568,Starring Stars -三角 葵ソロver.-,曲：馬渕直純／歌：三角 葵(CV：春野 杏),"[4, 6, 9, 12, '']"
569,レイル・ロマネスク ハチロクver.,ハチロク「まいてつ」,"[1, 5, 8.7, 12, '']"
571,CO5M1C R4ILR0AD,kanone,"[3, 8, 11.6, 13.8, '']"
570,空奏列車,Orangestar,"[3, 7, 10, 12.3, '']"
572,GODLINESS,曲：椿山日南子／歌：皇城 セツナ(CV：八巻 アンナ),"[4, 8.7, 12.2, 14, 14.9]"
573,LAMIA,BlackY,"[6, 10, 13.8, 15.4, 0]"
574,Apollo,TJ.hangneil,"[6, 10.4, 13.7, 15.4, '']"
575,おはようジャポニカ,SPicA「温泉むすめ」,"[2, 7, 9.7, 12.8, '']"
576,あ・り・ま・す・か？,温泉むすめ 有馬楓花（CV:桑原由気）「温泉むすめ」,"[2, 6, 10, 14.2, 0]"
577,ニニ,テヅカ x Qayo,"[3, 8, 11.7, 13.8, '']"
578,風に乗せた願い,豚乙女,"[3, 7, 9.7, 13.5, '']"
579,断罪は遍く人間の元に,Unlucky Morpheus,"[3, 8, 11.3, 13.8, '']"
581,蛙石,舞風-Maikaze,"[2, 6, 9, 12.9, 0]"
580,ケロ⑨destiny,Silver Forest,"[3, 6, 10, 13.1, '']"
582,ENERGY SYNERGY MATRIX,Tanchiky,"[2, 8, 11.9, 14, '']"
583,カラッポ・ノンフィクション,Ino(chronoize) feat. 柳瀬マサキ,"[3, 8, 10, 13.2, '']"
584,Burning Hearts ～炎のANGEL～,光吉猛修「バーニングレンジャー」,"[2, 7, 9.7, 12.7, '']"
585,なんどでも笑おう,THE IDOLM@STER FIVE STARS!!!!!「アイドルマスター」シリーズ,"[2, 5, 8, 11.3, '']"
586,Hide & Attack,ストレイライト「アイドルマスター シャイニーカラーズ」,"[3, 6, 9.7, 12.6, 13.7]"
587,よんでミラクるん!,魔女っ娘ミラクるん（CV：竹達彩奈）「ゆるゆり♪♪」,"[4, 7, 9.7, 12.9, '']"
588,NEXT COLOR PLANET,星街すいせい(ホロライブ),"[2, 7, 10, 13.2, '']"
589,花ハ踊レヤいろはにほ,チーム“ハナヤマタ”「ハナヤマタ」,"[2, 5, 9.7, 12.9, '']"
590,うっせぇわ,Ado,"[3, 7, 10, 12.8, '']"
591,春を告げる,yama,"[2, 5, 9, 13.5, '']"
592,KING,Kanaria,"[2, 6, 9, 12.7, '']"
593,ダーリンダンス,かいりきベア,"[2, 6, 10.4, 13.3, '']"
594,恋愛裁判,40mP,"[2, 6, 9, 12.3, '']"
598,Dement ～after legend～,Cosmograph,"[4, 9, 11.4, 13.8, '']"
596,色は匂へど散りぬるを,幽閉サテライト,"[2, 5, 9.7, 12.5, '']"
599,Last Celebration,Laur vs CK,"[5, 8.7, 12.4, 14.7, '']"
600,TEmPTaTiON,かねこちはる,"[4, 8.7, 12.9, 14.5, '']"
601,Transcend Lights,曲：小高光太郎／歌：オンゲキシューターズ,"[2, 7, 10, 12.5, 14.2]"
602,Happiness on the Table,曲：原田篤（Arte Refact）／歌：柏木 咲姫(CV：石見 舞菜香),"[1, 5, 8, 12, '']"
603,花時は夢を見る。,曲：ラムシーニ／歌：藍原 椿(CV：橋本 ちなみ),"[3, 7.7, 9, 13.1, '']"
604,ゲーミングポーラーベア,OSTER project,"[5, 8, 11.4, 13.8, '']"
605,Elusive Emotes,polysha,"[2, 8, 11.4, 14.1, '']"
606,ミラージュ・フレイグランス,Sound piercer “Espitz”,"[4, 9, 12.8, 14.5, '']"
607,SUPER AMBULANCE,AJURIKA,"[5, 9.7, 12.9, 14.7, '']"
595,ジャンキーナイトタウンオーケストラ,すりぃ feat.鏡音レン,"[2, 7.7, 11.2, 13.6, '']"
608,No Limit RED Force -星咲 あかりソロver.-,曲：本多友紀（Arte Refact）／歌：星咲 あかり(CV：赤尾 ひかる),"[2, 6, 9, 12, '']"
609,No Limit RED Force -藍原 椿ソロver.-,曲：本多友紀（Arte Refact）／歌：藍原 椿(CV：橋本 ちなみ),"[2, 6, 9, 12, '']"
610,No Limit RED Force -早乙女 彩華ソロver.-,曲：本多友紀（Arte Refact）／歌：早乙女 彩華(CV：中島 唯),"[2, 6, 9, 12, '']"
611,No Limit RED Force -柏木 咲姫ソロver.-,曲：本多友紀（Arte Refact）／歌：柏木 咲姫(CV：石見 舞菜香),"[2, 6, 9, 12, '']"
612,No Limit RED Force -柏木 美亜ソロver.-,曲：本多友紀（Arte Refact）／歌：柏木 美亜(CV：和氣 あず未),"[2, 6, 9, 12, '']"
613,最終鬼畜全部声,ビートまりお（COOL&CREATE）,"[0, 0, 0, 0, 14.3]"
614,竹,立秋 feat. ちょこ,"[6, 8.7, 12.4, 14.2, '']"
615,Cutter,EmoCosine,"[3, 8, 11.1, 13.6, '']"
616,Psalms ～魂の還るばしょ～,qfeileadh&レゾナンスもえこ,"[1, 6, 10.7, 12.9, '']"
617,エッビーナースデイ,名取さな,"[4, 7, 9, 12.4, '']"
618,アマカミサマ,名取さな,"[3, 7, 10.4, 12.7, '']"
619,ハッピーエンドをはじめから,リゼ・ヘルエスタ,"[3, 7, 10, 13.2, '']"
620,ぶいちゅっばの歌,周防パトラ,"[2, 6, 10.7, 13.7, '']"
621,Y.Y.Y.計画!!!! -逢坂 茜ソロver.-,曲：烏屋茶房／歌：逢坂 茜(CV：大空 直美),"[3, 7, 9.7, 12, '']"
622,Y.Y.Y.計画!!!! -九條 楓ソロver.-,曲：烏屋茶房／歌：九條 楓(CV：佳村 はるか),"[3, 7, 9.7, 12, '']"
623,Y.Y.Y.計画!!!! -珠洲島 有栖ソロver.-,曲：烏屋茶房／歌：珠洲島 有栖(CV：長縄 まりあ),"[3, 7, 9.7, 12, '']"
624,Catch Me If You Can,曲：TAKU INOUE／歌：早乙女 彩華(CV：中島 唯),"[2, 7.7, 10, 13.5, '']"
625,Skip & Smile!!,梅干茶漬け,"[5, 8, 11.2, 13.3, '']"
626,μάγια,Street,"[5, 9, 12.3, 14.6, '']"
627,初音天地開闢神話,cosMo＠暴走P,"[5, 8, 11.3, 13.9, '']"
628,39みゅーじっく！,みきとP,"[2, 6, 9.7, 12.9, '']"
633,Mizutama-Tripster,こふ,"[2, 7, 10.4, 13.8, '']"
632,ぽかぽか温泉音頭,曲：橘亮祐、篠崎あやと／歌：三角 葵(CV：春野 杏)、逢坂 茜(CV：大空 直美)、日向 千夏(CV：岡咲 美保),"[2, 7, 9, 12.7, '']"
629,うぇるかむ to ONSEN!!,温泉むすめ 道後泉海（CV:篠田みなみ）「温泉むすめ」,"[2, 6, 9, 12.2, '']"
630,足立オウフwwww,笑う角を曲がる,"[3, 8, 11, 13.8, '']"
631,福宿音屋魂音泉,魂音泉,"[2, 7, 10, 13.4, '']"
634,永遠にゲームで対戦したいキリタン,GYARI,"[2, 6, 10.7, 12.9, '']"
635,電脳少女は歌姫の夢を見るか？,デスおはぎ,"[4, 7, 11.6, 13.5, '']"
636,泥の分際で私だけの大切を奪おうだなんて,ツユ,"[4, 7, 9, 13.1, '']"
637,無敵のフロンティア三銃士 -三角 葵ソロver.-,曲：本田正樹(Dream Monster)／歌：三角 葵(CV：春野 杏),"[3, 7.7, 10, 13, '']"
638,無敵のフロンティア三銃士 -九條 楓ソロver.-,曲：本田正樹(Dream Monster)／歌：九條 楓(CV：佳村 はるか),"[3, 7.7, 10, 13, '']"
639,無敵のフロンティア三銃士 -日向 千夏ソロver.-,曲：本田正樹(Dream Monster)／歌：日向 千夏(CV：岡咲 美保),"[3, 7.7, 10, 13, '']"
642,MANIERA REMASTERED,ABE_YUTA,"[5, 9.7, 13.5, 14.9, '']"
640,"700,000,000,000,000,000,000,000の空で",LiGHTs「ラピスリライツ」,"[2, 5, 9, 12.5, '']"
641,シャノワール,シュガーポケッツ「ラピスリライツ」,"[2, 5, 9.7, 12.7, '']"
643,お空のニュークリアフュージョン道場,ARM＋夕野ヨシミ (IOSYS) feat. 藤枝あかね,"[2, 7.7, 10.4, 13.4, '']"
644,Everything Will Freeze,UNDEAD CORPORATION,"[5, 9, 12.9, 14.4, '']"
645,rePrayer,Aliesrite* (Ym1024 feat. lamie*),"[2, 8, 10.4, 13.5, '']"
646,Shamshir -rough Pt.2-,mommy,"[6, 9, 13.1, 14.8, '']"
647,RELOAD,sky_delta,"[3, 8.7, 12.5, 14.7, '']"
649,White Magic Night!,曲：矢鴇つかさ（Arte Refact）／歌：桜井 春菜(CV：近藤 玲奈)、柏木 咲姫(CV：石見 舞菜香),"[2, 6, 9, 12, '']"
650,天つ風,onoken feat. 土屋雄作,"[3, 7, 11.7, 13.3, '']"
648,Party 4U ''holy nite mix'',Cranky,"[3, 8, 11.3, 13.4, '']"
655,Showguts,Ninja Action Team,"[3, 9, 12, 14.5, '']"
651,はっぴぃ にゅう にゃあ,芹沢文乃（伊藤かな恵）＆梅ノ森千世（井口裕香）＆霧谷希（竹達彩奈）,"[3, 7, 10, 13.6, '']"
652,セカイはまだ始まってすらいない,ピノキオピー / 初音ミク / ワンダーランズ×ショウタイム「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[2, 6, 9, 12.4, '']"
653,悔やむと書いてミライ,まふまふ / 初音ミク / 25時、ナイトコードで。「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[4, 7.7, 10.4, 12.8, '']"
654,Ready Steady,Giga / 初音ミク / Vivid BAD SQUAD「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[2, 7, 10, 13, '']"
656,Heart Cooking Recipe -藤沢 柚子ソロver.-,曲：睦月周平／歌：藤沢 柚子(CV：久保田 梨沙),"[3, 6, 10, 13, '']"
657,Heart Cooking Recipe -井之原 小星ソロver.-,曲：睦月周平／歌：井之原 小星(CV：ももの はるな),"[3, 6, 10, 13, '']"
658,Heart Cooking Recipe -九條 楓ソロver.-,曲：睦月周平／歌：九條 楓(CV：佳村 はるか),"[3, 6, 10, 13, '']"
661,B WiZ U,Getty,"[4, 9, 12.5, 14.2, '']"
662,Diamond Dust,Masahiro “Godspeed” Aoki,"[5, 9.7, 13.6, 14.9, '']"
659,I got a gig tonight!,曲：大熊淳生（Arte Refact）／歌：結城 莉玖(CV：朝日奈 丸佳),"[3, 8, 10.7, 13.7, '']"
660,いつか花咲くその前に,曲：Kensuke／歌：逢坂 茜(CV：大空 直美)、藍原 椿(CV：橋本 ちなみ),"[4, 7.7, 11, 13.4, '']"
663,セカイ,DECO*27 × 堀江晶太(kemu) / 初音ミク、星乃一歌、天馬司、宵崎奏「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[2, 6, 9, 12.4, '']"
664,ワーワーワールド,Giga & Mitchie M / 初音ミク、花里みのり、小豆沢こはね「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,"[3, 6, 9.7, 13.3, '']"
665,君のStarlight Road,セイネ (CV: 河上英里子) 「グルーヴコースター」,"[3, 7, 10, 11.9, '']"
666,STARLIGHT TWILIGHT -GC edit-,Tatsh feat.彩音「グルーヴコースター」,"[2, 7, 10, 13.8, '']"
667,2112410403927243233368,253215「グルーヴコースター」,"[4, 8.7, 12.1, 14.3, '']"
668,Crimson Phoenix,xi vs MASAKI「グルーヴコースター」,"[4, 9, 13, 14.8, '']"
669,The world of spirit,土屋昇平(ZUNTATA)「ダライアスバースト」,"[0, 0, 0, 0, 13.8]"
672,Handmade Good Day,曲：矢鴇つかさ（Arte Refact）／歌：珠洲島 有栖(CV：長縄 まりあ)、皇城 セツナ(CV：八巻 アンナ),"[3, 6, 9.7, 12.3, '']"
671,CHOCOLATE BOMB!!!!,YUC'e,"[4, 8, 11.7, 13.8, '']"
670,腐れ外道とチョコレゐト,ピノキオピー,"[2, 8, 10.7, 13.7, '']"
673,Suspiro,とろまる,"[3, 8, 11.8, 13.9, '']"
